newID	cam	cvatID	video
12	RC_ID	727	183
13	LC_ID	703	183
13	RC_ID	725	183
14	LC_ID	704	183
14	RC_ID	726	183
15	LC_ID	702	183
15	RC_ID	734	183
16	LC_ID	700	183
17	LC_ID	745	183
17	RC_ID	728	183
18	LC_ID	690	183
18	RC_ID	729	183
19	LC_ID	692	183
19	RC_ID	742	183
20	LC_ID	708	183
20	RC_ID	736	183
21	LC_ID	710	183
21	RC_ID	737	183
22	LC_ID	707	183
22	RC_ID	744	183
23	LC_ID	694	183
23	RC_ID	719	183
24	LC_ID	714	183
24	RC_ID	731	183
25	LC_ID	717	183
25	RC_ID	741	183
26	LC_ID	709	183
26	RC_ID	743	183
27	LC_ID	711	183
27	RC_ID	739	183
1	LC_ID	755	186
1	RC_ID	784	186
2	LC_ID	761	186
2	RC_ID	799	186
3	LC_ID	769	186
3	RC_ID	796	186
4	LC_ID	753	186
4	RC_ID	785	186
5	LC_ID	754	186
5	RC_ID	800	186
6	LC_ID	764	186
6	RC_ID	788	186
7	LC_ID	772	186
7	RC_ID	782	186
8	LC_ID	771	186
8	RC_ID	791	186
9	LC_ID	763	186
9	RC_ID	789	186
10	LC_ID	759	186
10	RC_ID	801	186
11	LC_ID	770	186
11	RC_ID	790	186
12	LC_ID	756	186
12	RC_ID	803	186
13	LC_ID	766	186
13	RC_ID	792	186
14	LC_ID	762	186
14	RC_ID	798	186
15	LC_ID	760	186
15	RC_ID	804	186
16	LC_ID	776	186
16	RC_ID	795	186
17	LC_ID	752	186
17	RC_ID	783	186
18	LC_ID	758	186
18	RC_ID	781	186
19	LC_ID	751	186
19	RC_ID	780	186
20	LC_ID	773	186
20	RC_ID	796	186
21	LC_ID	757	186
21	RC_ID	786	186
22	LC_ID	749	186
22	RC_ID	779	186
23	LC_ID	750	186
23	RC_ID	777	186
24	LC_ID	748	186
24	RC_ID	778	186
25	LC_ID	767	186
25	RC_ID	793	186
26	LC_ID	747	186
26	RC_ID	794	186
27	LC_ID	765	186
27	RC_ID	787	186
29	LC_ID	768	186
29	RC_ID	806	186
30	LC_ID	805	186
30	RC_ID	797	186
1	LC_ID	810	187
1	RC_ID	840	187
2	LC_ID	826	187
2	RC_ID	861	187
3	LC_ID	825	187
3	RC_ID	860	187
4	LC_ID	837	187
4	RC_ID	855	187
5	LC_ID	839	187
5	RC_ID	863	187
6	LC_ID	838	187
6	RC_ID	864	187
7	LC_ID	809	187
7	RC_ID	856	187
8	LC_ID	820	187
9	LC_ID	873	187
9	RC_ID	854	187
10	LC_ID	812	187
10	RC_ID	843	187
11	LC_ID	813	187
11	RC_ID	871	187
12	LC_ID	828	187
12	RC_ID	850	187
13	LC_ID	836	187
13	RC_ID	872	187
14	LC_ID	834	187
14	RC_ID	844	187
15	LC_ID	821	187
15	RC_ID	858	187
16	LC_ID	822	187
16	RC_ID	857	187
17	LC_ID	832	187
17	RC_ID	847	187
18	LC_ID	874	187
18	RC_ID	859	187
19	LC_ID	814	187
19	RC_ID	870	187
20	LC_ID	818	187
21	LC_ID	819	187
21	RC_ID	868	187
22	LC_ID	831	187
22	RC_ID	846	187
23	LC_ID	830	187
23	RC_ID	849	187
24	LC_ID	833	187
24	RC_ID	845	187
25	LC_ID	829	187
25	RC_ID	848	187
26	LC_ID	815	187
26	RC_ID	866	187
27	LC_ID	816	187
27	RC_ID	865	187
28	LC_ID	817	187
28	RC_ID	867	187
29	LC_ID	811	187
29	RC_ID	841	187
30	LC_ID	827	187
30	RC_ID	853	187
31	LC_ID	824	187
31	RC_ID	852	187
32	LC_ID	835	187
32	RC_ID	851	187
1	LC_ID	882	189
1	RC_ID	928	189
2	LC_ID	890	189
2	RC_ID	931	189
3	LC_ID	905	189
3	RC_ID	930	189
4	LC_ID	889	189
4	RC_ID	948	189
5	LC_ID	888	189
6	LC_ID	881	189
6	RC_ID	927	189
7	LC_ID	917	189
7	RC_ID	950	189
8	LC_ID	898	189
8	RC_ID	922	189
9	LC_ID	906	189
9	RC_ID	946	189
10	LC_ID	912	189
10	RC_ID	923	189
11	LC_ID	914	189
11	RC_ID	924	189
12	LC_ID	893	189
12	RC_ID	934	189
13	LC_ID	894	189
13	RC_ID	941	189
14	LC_ID	895	189
14	RC_ID	933	189
15	LC_ID	902	189
15	RC_ID	953	189
16	LC_ID	880	189
16	RC_ID	926	189
17	LC_ID	885	189
17	RC_ID	936	189
18	LC_ID	886	189
18	RC_ID	937	189
19	LC_ID	887	189
19	RC_ID	935	189
20	LC_ID	901	189
20	RC_ID	939	189
21	LC_ID	884	189
21	RC_ID	938	189
22	LC_ID	883	189
22	RC_ID	925	189
23	LC_ID	897	189
23	RC_ID	944	189
24	LC_ID	896	189
24	RC_ID	932	189
25	LC_ID	891	189
25	RC_ID	943	189
26	LC_ID	892	189
26	RC_ID	952	189
27	LC_ID	908	189
27	RC_ID	940	189
28	LC_ID	899	189
28	RC_ID	942	189
30	LC_ID	876	189
31	LC_ID	903	189
31	RC_ID	954	189
32	LC_ID	900	189
32	RC_ID	929	189
1	LC_ID	993	191
1	RC_ID	1015	191
2	LC_ID	991	191
2	RC_ID	1013	191
3	LC_ID	969	191
3	RC_ID	1006	191
4	LC_ID	965	191
4	RC_ID	1005	191
5	LC_ID	1041	191
5	RC_ID	1010	191
6	LC_ID	987	191
6	RC_ID	1018	191
7	LC_ID	962	191
7	RC_ID	1002	191
8	LC_ID	992	191
8	RC_ID	1014	191
9	LC_ID	984	191
9	RC_ID	1020	191
10	LC_ID	977	191
10	RC_ID	1025	191
11	LC_ID	981	191
11	RC_ID	1022	191
12	LC_ID	979	191
12	RC_ID	1024	191
13	LC_ID	986	191
13	RC_ID	1037	191
14	LC_ID	985	191
14	RC_ID	1036	191
15	LC_ID	983	191
15	RC_ID	1021	191
16	LC_ID	980	191
16	RC_ID	1023	191
17	LC_ID	982	191
17	RC_ID	1019	191
18	LC_ID	978	191
18	RC_ID	1026	191
19	LC_ID	974	191
19	RC_ID	1031	191
20	LC_ID	966	191
20	RC_ID	1007	191
21	LC_ID	975	191
21	RC_ID	1030	191
22	LC_ID	973	191
22	RC_ID	1028	191
23	LC_ID	971	191
23	RC_ID	1027	191
24	LC_ID	972	191
24	RC_ID	1029	191
25	LC_ID	970	191
25	RC_ID	1008	191
26	LC_ID	963	191
26	RC_ID	1003	191
27	LC_ID	964	191
27	RC_ID	1004	191
28	LC_ID	997	191
28	RC_ID	1009	191
29	LC_ID	994	191
29	RC_ID	1016	191
30	LC_ID	990	191
30	RC_ID	1034	191
31	LC_ID	968	191
31	RC_ID	1033	191
32	LC_ID	989	191
32	RC_ID	1035	191
33	LC_ID	996	191
33	RC_ID	1017	191
34	LC_ID	995	191
34	RC_ID	1038	191
35	LC_ID	1000	191
35	RC_ID	1011	191
36	LC_ID	1001	191
36	RC_ID	1012	191
1	LC_ID	1053	194
1	RC_ID	1104	194
2	LC_ID	1055	194
2	RC_ID	1093	194
3	LC_ID	1052	194
3	RC_ID	1081	194
4	LC_ID	1063	194
4	RC_ID	1080	194
5	LC_ID	1062	194
5	RC_ID	1079	194
6	LC_ID	1059	194
6	RC_ID	1075	194
7	LC_ID	1058	194
7	RC_ID	1077	194
8	LC_ID	1057	194
8	RC_ID	1076	194
9	LC_ID	1060	194
9	RC_ID	1078	194
10	LC_ID	1051	194
10	RC_ID	1082	194
11	LC_ID	1048	194
11	RC_ID	1083	194
12	LC_ID	1050	194
12	RC_ID	1084	194
13	LC_ID	1049	194
13	RC_ID	1085	194
14	LC_ID	1045	194
14	RC_ID	1090	194
15	LC_ID	1046	194
15	RC_ID	1105	194
16	LC_ID	1047	194
16	RC_ID	1103	194
17	LC_ID	1069	194
17	RC_ID	1087	194
18	LC_ID	1068	194
18	RC_ID	1088	194
19	LC_ID	1067	194
19	RC_ID	1086	194
20	LC_ID	1054	194
20	RC_ID	1091	194
21	LC_ID	1071	194
21	RC_ID	1092	194
22	LC_ID	1066	194
22	RC_ID	1097	194
23	LC_ID	1064	194
23	RC_ID	1096	194
24	LC_ID	1061	194
24	RC_ID	1095	194
25	LC_ID	1070	194
25	RC_ID	1098	194
26	RC_ID	1089	194
1	LC_ID	1187	198
1	RC_ID	1232	198
2	LC_ID	1272	198
2	RC_ID	1258	198
3	LC_ID	1206	198
3	RC_ID	1248	198
4	LC_ID	1205	198
4	RC_ID	1249	198
5	LC_ID	1207	198
5	RC_ID	1247	198
6	LC_ID	1208	198
6	RC_ID	1246	198
7	LC_ID	1209	198
7	RC_ID	1245	198
8	LC_ID	1192	198
8	RC_ID	1241	198
9	LC_ID	1204	198
9	RC_ID	1251	198
10	LC_ID	1203	198
10	RC_ID	1250	198
11	LC_ID	1220	198
11	RC_ID	1252	198
12	LC_ID	1199	198
12	RC_ID	1228	198
13	LC_ID	1201	198
13	RC_ID	1229	198
14	LC_ID	1184	198
14	RC_ID	1225	198
15	LC_ID	1191	198
15	RC_ID	1242	198
16	LC_ID	1189	198
17	LC_ID	1188	198
17	RC_ID	1234	198
18	LC_ID	1200	198
18	RC_ID	1262	198
19	LC_ID	1194	198
19	RC_ID	1240	198
20	LC_ID	1195	198
20	RC_ID	1239	198
21	LC_ID	1197	198
21	RC_ID	1233	198
22	LC_ID	1198	198
22	RC_ID	1227	198
23	LC_ID	1186	198
23	RC_ID	1226	198
24	LC_ID	1211	198
24	RC_ID	1261	198
25	LC_ID	1210	198
25	RC_ID	1237	198
26	LC_ID	1219	198
26	RC_ID	1238	198
27	LC_ID	1183	198
27	RC_ID	1224	198
28	LC_ID	1263	198
28	RC_ID	1264	198
29	LC_ID	1217	198
29	RC_ID	1256	198
30	LC_ID	1202	198
30	RC_ID	1255	198
31	LC_ID	1215	198
31	RC_ID	1260	198
32	LC_ID	1216	198
32	RC_ID	1244	198
33	LC_ID	1193	198
33	RC_ID	1243	198
34	LC_ID	1276	198
34	RC_ID	1277	198
35	LC_ID	1213	198
35	RC_ID	1261	198
36	LC_ID	1222	198
36	RC_ID	1254	198
37	LC_ID	1275	198
37	RC_ID	1274	198
38	LC_ID	1212	198
38	RC_ID	1259	198
39	LC_ID	1223	198
39	RC_ID	1253	198
1	LC_ID	1303	202
1	RC_ID	1332	202
2	LC_ID	1309	202
2	RC_ID	1336	202
3	LC_ID	1308	202
3	RC_ID	1318	202
4	LC_ID	1304	202
4	RC_ID	1330	202
5	LC_ID	1344	202
5	RC_ID	1347	202
6	LC_ID	1290	202
6	RC_ID	1324	202
7	LC_ID	1345	202
7	RC_ID	1346	202
8	LC_ID	1302	202
8	RC_ID	1329	202
9	LC_ID	1301	202
9	RC_ID	1313	202
10	LC_ID	1282	202
10	RC_ID	1331	202
11	LC_ID	1285	202
11	RC_ID	1315	202
12	LC_ID	1296	202
12	RC_ID	1319	202
13	LC_ID	1298	202
13	RC_ID	1320	202
14	LC_ID	1300	202
14	RC_ID	1334	202
15	LC_ID	1287	202
15	RC_ID	1327	202
16	LC_ID	1283	202
16	RC_ID	1333	202
17	LC_ID	1284	202
17	RC_ID	1316	202
18	LC_ID	1286	202
18	RC_ID	1314	202
19	LC_ID	1288	202
19	RC_ID	1326	202
20	LC_ID	1291	202
20	RC_ID	1310	202
21	LC_ID	1292	202
21	RC_ID	1311	202
22	LC_ID	1294	202
22	RC_ID	1312	202
23	LC_ID	1293	202
23	RC_ID	1317	202
24	LC_ID	1289	202
24	RC_ID	1325	202
25	LC_ID	1281	202
25	RC_ID	1328	202
26	LC_ID	1295	202
26	RC_ID	1322	202
27	LC_ID	1299	202
27	RC_ID	1342	202
28	LC_ID	1307	202
28	RC_ID	1337	202
1	LC_ID	1379	204
1	RC_ID	1390	204
2	LC_ID	1360	204
2	RC_ID	1395	204
3	LC_ID	1372	204
3	RC_ID	1399	204
4	LC_ID	1359	204
4	RC_ID	1392	204
5	LC_ID	1370	204
5	RC_ID	1398	204
6	LC_ID	1356	204
6	RC_ID	1391	204
7	LC_ID	1357	204
7	RC_ID	1394	204
8	LC_ID	1358	204
8	RC_ID	1393	204
9	LC_ID	1371	204
9	RC_ID	1389	204
10	LC_ID	1355	204
10	RC_ID	1401	204
11	LC_ID	1380	204
11	RC_ID	1396	204
12	LC_ID	1363	204
12	RC_ID	1386	204
13	LC_ID	1364	204
13	RC_ID	1387	204
14	LC_ID	1365	204
14	RC_ID	1388	204
15	LC_ID	1362	204
15	RC_ID	1382	204
16	LC_ID	1369	204
16	RC_ID	1397	204
17	LC_ID	1361	204
17	RC_ID	1404	204
18	LC_ID	1366	204
18	RC_ID	1384	204
19	LC_ID	1410	204
19	RC_ID	1385	204
20	LC_ID	1367	204
20	RC_ID	1351	204
21	LC_ID	1368	204
21	RC_ID	1383	204
22	LC_ID	1377	204
22	RC_ID	1402	204
23	LC_ID	1376	204
23	RC_ID	1403	204
24	LC_ID	1381	204
24	RC_ID	1407	204
25	RC_ID	1408	204
27	LC_ID	1378	204
27	RC_ID	1405	204
1	LC_ID	1434	206
1	RC_ID	1457	206
2	LC_ID	1424	206
2	RC_ID	1447	206
3	LC_ID	1427	206
3	RC_ID	1470	206
4	LC_ID	1421	206
4	RC_ID	1445	206
5	LC_ID	1419	206
5	RC_ID	1443	206
6	LC_ID	1428	206
6	RC_ID	1454	206
7	LC_ID	1473	206
7	RC_ID	1477	206
8	LC_ID	1437	206
8	RC_ID	1464	206
9	LC_ID	1431	206
9	RC_ID	1456	206
10	LC_ID	1426	206
10	RC_ID	1453	206
11	LC_ID	1429	206
11	RC_ID	1451	206
12	LC_ID	1418	206
12	RC_ID	1450	206
13	LC_ID	1417	206
13	RC_ID	1449	206
14	LC_ID	1416	206
14	RC_ID	1448	206
15	LC_ID	1422	206
15	RC_ID	1446	206
16	LC_ID	1420	206
16	RC_ID	1444	206
17	LC_ID	1415	206
17	RC_ID	1471	206
18	LC_ID	1414	206
18	RC_ID	1442	206
19	LC_ID	1413	206
20	LC_ID	1430	206
20	RC_ID	1455	206
21	LC_ID	1434	206
21	RC_ID	1458	206
22	LC_ID	1433	206
22	RC_ID	1460	206
23	LC_ID	1435	206
23	RC_ID	1461	206
24	LC_ID	1472	206
24	RC_ID	1476	206
25	LC_ID	1474	206
25	RC_ID	1463	206
26	LC_ID	1425	206
26	RC_ID	1452	206
27	LC_ID	1438	206
27	RC_ID	1468	206
28	LC_ID	1439	206
28	RC_ID	1478	206
29	LC_ID	1432	206
29	RC_ID	1458	206
1	LC_ID	1619	214
1	RC_ID	1655	214
2	LC_ID	1606	214
3	LC_ID	1600	214
3	RC_ID	1631	214
4	LC_ID	1597	214
4	RC_ID	1645	214
5	LC_ID	1590	214
5	RC_ID	1646	214
6	LC_ID	1596	214
6	RC_ID	1653	214
7	LC_ID	1602	214
7	RC_ID	1633	214
8	LC_ID	1601	214
8	RC_ID	1632	214
9	LC_ID	1594	214
9	RC_ID	1630	214
10	LC_ID	1615	214
10	RC_ID	1649	214
11	LC_ID	1595	214
11	RC_ID	1627	214
12	LC_ID	1592	214
12	RC_ID	1626	214
13	LC_ID	1617	214
13	RC_ID	1647	214
14	LC_ID	1591	214
14	RC_ID	1624	214
15	LC_ID	1604	214
15	RC_ID	1625	214
16	LC_ID	1605	214
16	RC_ID	1634	214
17	LC_ID	1618	214
17	RC_ID	1643	214
18	LC_ID	1616	214
18	RC_ID	1644	214
19	LC_ID	1607	214
19	RC_ID	1635	214
20	LC_ID	1608	214
20	RC_ID	1636	214
21	LC_ID	1609	214
21	RC_ID	1637	214
22	LC_ID	1598	214
22	RC_ID	1651	214
23	LC_ID	1614	214
23	RC_ID	1642	214
24	LC_ID	1611	214
24	RC_ID	1639	214
36	LC_ID	1610	214
36	RC_ID	1638	214
25	LC_ID	1660	214
25	RC_ID	1661	214
26	LC_ID	1613	214
26	RC_ID	1641	214
28	LC_ID	1612	214
28	RC_ID	1640	214
29	LC_ID	1599	214
29	RC_ID	1652	214
30	LC_ID	1656	214
30	RC_ID	1663	214
34	LC_ID	1657	214
34	RC_ID	1662	214
35	LC_ID	1622	214
35	RC_ID	1650	214
1	LC_ID	3632	223
1	RC_ID	3673	223
2	LC_ID	3698	223
2	RC_ID	3699	223
3	LC_ID	3650	223
3	RC_ID	3687	223
4	LC_ID	3655	223
4	RC_ID	3686	223
5	LC_ID	3659	223
5	RC_ID	3682	223
6	LC_ID	3652	223
6	RC_ID	3682	223
7	LC_ID	3649	223
7	RC_ID	3690	223
8	LC_ID	3636	223
8	RC_ID	3663	223
9	LC_ID	3637	223
9	RC_ID	3664	223
10	LC_ID	3648	223
10	RC_ID	3679	223
11	LC_ID	3647	223
11	RC_ID	3678	223
12	LC_ID	3646	223
12	RC_ID	3680	223
13	LC_ID	3645	223
13	RC_ID	3677	223
14	LC_ID	3644	223
14	RC_ID	3676	223
15	LC_ID	3641	223
15	RC_ID	3667	223
16	LC_ID	3643	223
16	RC_ID	3665	223
17	LC_ID	3631	223
17	RC_ID	3662	223
18	LC_ID	3630	223
18	RC_ID	3661	223
19	LC_ID	3640	223
19	RC_ID	3668	223
20	LC_ID	3639	223
20	RC_ID	3669	223
21	LC_ID	3638	223
21	RC_ID	3666	223
22	LC_ID	3635	223
22	RC_ID	3671	223
23	LC_ID	3634	223
23	RC_ID	3672	223
24	LC_ID	3633	223
24	RC_ID	3674	223
25	LC_ID	3642	223
25	RC_ID	3675	223
26	LC_ID	3654	223
26	RC_ID	3683	223
27	LC_ID	3653	223
27	RC_ID	3692	223
28	LC_ID	3651	223
28	RC_ID	3697	223
29	LC_ID	3657	223
29	RC_ID	3688	223
1	LC_ID	1947	236
2	LC_ID	1868	236
2	RC_ID	1869	236
3	LC_ID	1907	236
3	RC_ID	1899	236
4	LC_ID	1905	236
4	RC_ID	1873	236
5	LC_ID	1904	236
5	RC_ID	1872	236
6	LC_ID	1930	236
6	RC_ID	1902	236
7	LC_ID	1906	236
7	RC_ID	1898	236
8	LC_ID	1928	236
8	RC_ID	1892	236
9	LC_ID	1923	236
9	RC_ID	1886	236
10	LC_ID	1918	236
10	RC_ID	1884	236
11	LC_ID	1931	236
11	RC_ID	1893	236
12	LC_ID	1932	236
12	RC_ID	1894	236
13	LC_ID	1926	236
13	RC_ID	1890	236
14	LC_ID	1927	236
14	RC_ID	1891	236
15	LC_ID	1945	236
15	RC_ID	1888	236
16	LC_ID	1925	236
16	RC_ID	1889	236
17	LC_ID	1924	236
17	RC_ID	1887	236
18	LC_ID	1933	236
18	RC_ID	1895	236
19	LC_ID	1929	236
19	RC_ID	1897	236
20	LC_ID	1936	236
20	RC_ID	1885	236
21	LC_ID	1920	236
21	RC_ID	1883	236
22	LC_ID	1921	236
22	RC_ID	1881	236
23	LC_ID	1910	236
23	RC_ID	1876	236
24	LC_ID	1913	236
24	RC_ID	1878	236
25	LC_ID	1914	236
25	RC_ID	1880	236
26	LC_ID	1946	236
27	LC_ID	1922	236
27	RC_ID	1882	236
28	LC_ID	1866	236
28	RC_ID	1867	236
29	LC_ID	1912	236
29	RC_ID	1879	236
30	LC_ID	1870	236
30	RC_ID	1871	236
31	LC_ID	1911	236
31	RC_ID	1874	236
32	LC_ID	1908	236
32	RC_ID	1877	236
33	LC_ID	1909	236
33	RC_ID	1875	236
34	LC_ID	1935	236
34	RC_ID	1900	236
35	LC_ID	1934	236
35	RC_ID	1901	236
1	LC_ID	2179	244
1	RC_ID	2219	244
2	LC_ID	2210	244
2	RC_ID	2220	244
3	LC_ID	2203	244
3	RC_ID	2215	244
4	LC_ID	2207	244
4	RC_ID	2214	244
5	LC_ID	2178	244
5	RC_ID	2217	244
6	LC_ID	2177	244
6	RC_ID	2218	244
7	LC_ID	2201	244
7	RC_ID	2247	244
8	LC_ID	2180	244
8	RC_ID	2216	244
9	LC_ID	2205	244
9	RC_ID	2246	244
10	LC_ID	2192	244
11	RC_ID	2241	244
12	LC_ID	2202	244
12	RC_ID	2250	244
13	RC_ID	2240	244
14	LC_ID	2193	244
14	RC_ID	2212	244
15	LC_ID	2198	244
15	RC_ID	2225	244
16	LC_ID	2182	244
16	RC_ID	2222	244
17	LC_ID	2181	244
17	RC_ID	2221	244
18	LC_ID	2185	244
18	RC_ID	2227	244
19	LC_ID	2195	244
19	RC_ID	2251	244
20	LC_ID	2209	244
20	RC_ID	2224	244
21	LC_ID	2208	244
21	RC_ID	2235	244
22	LC_ID	2196	244
22	RC_ID	2232	244
23	LC_ID	2200	244
23	RC_ID	2237	244
24	LC_ID	2191	244
24	RC_ID	2236	244
25	LC_ID	2199	244
25	RC_ID	2238	244
26	LC_ID	2197	244
26	RC_ID	2234	244
27	LC_ID	2184	244
27	RC_ID	2226	244
28	LC_ID	2186	244
28	RC_ID	2228	244
29	LC_ID	2187	244
29	RC_ID	2229	244
30	LC_ID	2188	244
30	RC_ID	2230	244
31	LC_ID	2190	244
31	RC_ID	2231	244
32	LC_ID	2176	244
32	RC_ID	2213	244
33	LC_ID	2183	244
33	RC_ID	2223	244
34	LC_ID	2204	244
34	RC_ID	2242	244
35	LC_ID	2189	244
35	RC_ID	2233	244
36	LC_ID	2206	244
36	RC_ID	2239	244
37	LC_ID	2252	244
37	RC_ID	2243	244
1	RC_ID	2520	268
2	RC_ID	2519	268
3	LC_ID	2512	268
3	RC_ID	2533	268
4	LC_ID	2501	268
4	RC_ID	2528	268
